ToolIndex,Samples,AnomalyRate,MeanAnomalyScore,MeanHealth
2,48,0.3541666666666667,-0.019965017196826394,0.49999999997916666
11,1,0.0,-0.051850357648888845,0.0
102,82,0.14634146341463414,-0.029549662097322887,0.49666085946341465
