mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_subsample,param_reg_lambda,param_reg_alpha,param_n_estimators,param_min_child_weight,param_max_depth,param_learning_rate,param_gamma,param_colsample_bytree,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,experiment
0.18280811309814454,0.011647003927894662,0.006753349304199218,0.002834604125209368,0.7,3.0,0.5,250,8,2,0.05,0.01,0.6,"{'subsample': 0.7, 'reg_lambda': 3.0, 'reg_alpha': 0.5, 'n_estimators': 250, 'min_child_weight': 8, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0.01, 'colsample_bytree': 0.6}",-0.16312695698725316,-0.017998111456202278,-0.02594152347631269,-0.05380534569866704,-0.0633961809771012,-0.06485362371910727,0.05194502323210525,17,C_vibration_based
0.12771205902099608,0.006964209765205373,0.004389333724975586,0.00018725610731306163,1.0,1.0,0.0,150,5,3,0.05,0.1,0.6,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'n_estimators': 150, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.6}",-0.1334420693822514,-0.01476076620576088,-0.025744573119345145,-0.04230705293291233,-0.04751246942113564,-0.052753386212281074,0.042000409138836244,2,C_vibration_based
0.44326629638671877,0.013509089215279461,0.006125307083129883,0.0016171293620048331,0.7,10.0,0.01,150,5,5,0.05,0.01,0.8,"{'subsample': 0.7, 'reg_lambda': 10.0, 'reg_alpha': 0.01, 'n_estimators': 150, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.01, 'colsample_bytree': 0.8}",-0.15509039615180334,-0.01580627480454894,-0.024285826777546853,-0.047616885035670437,-0.05000711955539225,-0.05856130046499236,0.050027234322838995,8,C_vibration_based
0.3321068286895752,0.004280771815985536,0.006063699722290039,0.0013964108157077713,1.0,5.0,0.01,400,3,2,0.05,0.01,0.8,"{'subsample': 1.0, 'reg_lambda': 5.0, 'reg_alpha': 0.01, 'n_estimators': 400, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0.01, 'colsample_bytree': 0.8}",-0.15715559837405693,-0.02245193745401424,-0.02830725494581783,-0.0575248894570466,-0.06478380339642023,-0.06604469672547117,0.048373167231572776,19,C_vibration_based
0.22372736930847167,0.02242886182140211,0.005065345764160156,0.0008118613071799285,0.85,1.0,0.0,150,1,3,0.02,0.0,0.6,"{'subsample': 0.85, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.02, 'gamma': 0.0, 'colsample_bytree': 0.6}",-0.12491269903357957,-0.013544035168543194,-0.025232218802082585,-0.04278850395492223,-0.044673251128389616,-0.05023014161750344,0.039075588125285686,1,C_vibration_based
0.20375709533691405,0.01108507289096717,0.004908609390258789,0.00026052758199748496,1.0,10.0,0.01,150,8,3,0.1,0.0,0.8,"{'subsample': 1.0, 'reg_lambda': 10.0, 'reg_alpha': 0.01, 'n_estimators': 150, 'min_child_weight': 8, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.8}",-0.16765543644050007,-0.01797537812077792,-0.025405648798931205,-0.05305100094896613,-0.04585121610085794,-0.06198773608200666,0.054371411926280463,12,C_vibration_based
0.1369039535522461,0.009996415869331109,0.007388019561767578,0.0017374005520766225,1.0,3.0,0.1,150,5,2,0.05,0.01,0.8,"{'subsample': 1.0, 'reg_lambda': 3.0, 'reg_alpha': 0.1, 'n_estimators': 150, 'min_child_weight': 5, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0.01, 'colsample_bytree': 0.8}",-0.13989345218016386,-0.018659752067643524,-0.02645725209437657,-0.054603992546092016,-0.05855483858228344,-0.05963385749411189,0.04300611775951379,10,C_vibration_based
0.5986722469329834,0.04041358313382622,0.005510759353637695,0.0011648486611781402,0.85,5.0,0.1,400,8,4,0.05,0.0,0.6,"{'subsample': 0.85, 'reg_lambda': 5.0, 'reg_alpha': 0.1, 'n_estimators': 400, 'min_child_weight': 8, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.6}",-0.16891139066727456,-0.013617275182726098,-0.025669603797247857,-0.04907211842939816,-0.05159017583931625,-0.06177211278319259,0.05543656934090627,11,C_vibration_based
0.5445795059204102,0.020646458323865167,0.004238557815551758,0.0008346840761689167,1.0,10.0,0.0,250,5,4,0.05,0.0,1.0,"{'subsample': 1.0, 'reg_lambda': 10.0, 'reg_alpha': 0.0, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 1.0}",-0.16119031647348478,-0.01819199266661092,-0.024118122403104285,-0.05183736329807575,-0.06299919604664898,-0.06366739817758495,0.051542746401332544,15,C_vibration_based
0.26555838584899905,0.0036833786950210964,0.006655359268188476,0.00034092801751304527,1.0,1.0,0.5,150,8,4,0.1,0.01,1.0,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.5, 'n_estimators': 150, 'min_child_weight': 8, 'max_depth': 4, 'learning_rate': 0.1, 'gamma': 0.01, 'colsample_bytree': 1.0}",-0.08194706944474194,-0.01383757450317331,-0.023420483255222953,-0.01900308385261824,-0.031799959889581286,-0.03400163418906754,0.024686509278847798,12,D_age_aware
0.761821985244751,0.0397503516893166,0.009361553192138671,0.0017571601996411639,1.0,10.0,0.1,600,1,5,0.1,0.1,1.0,"{'subsample': 1.0, 'reg_lambda': 10.0, 'reg_alpha': 0.1, 'n_estimators': 600, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0.1, 'colsample_bytree': 1.0}",-0.07604256987259869,-0.016364987524431926,-0.021814159552154152,-0.01915014770669226,-0.031645091038158636,-0.03300339113880713,0.02212764613404109,5,D_age_aware
0.47574443817138673,0.016424039940033715,0.007910728454589844,0.0007617652470096031,0.85,3.0,0.1,150,8,5,0.08,0.05,1.0,"{'subsample': 0.85, 'reg_lambda': 3.0, 'reg_alpha': 0.1, 'n_estimators': 150, 'min_child_weight': 8, 'max_depth': 5, 'learning_rate': 0.08, 'gamma': 0.05, 'colsample_bytree': 1.0}",-0.089679503799091,-0.0137675702660469,-0.021511209657613738,-0.01860015051008675,-0.0305814783692398,-0.03482798252041564,0.02796763171829108,15,D_age_aware
2.4651891708374025,0.14049851899159022,0.012231969833374023,0.004634060353593914,1.0,1.0,0.01,150,1,5,0.05,0.0,1.0,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.01, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 1.0}",-0.09964346652100126,-0.013258681767449198,-0.025204429949525934,-0.012280995382988167,-0.0335851348778192,-0.03679454169975675,0.03240206471660576,20,D_age_aware
0.5177611827850341,0.04763481741326419,0.00851902961730957,0.0013523630638301032,1.0,10.0,0.01,250,1,2,0.1,0.01,1.0,"{'subsample': 1.0, 'reg_lambda': 10.0, 'reg_alpha': 0.01, 'n_estimators': 250, 'min_child_weight': 1, 'max_depth': 2, 'learning_rate': 0.1, 'gamma': 0.01, 'colsample_bytree': 1.0}",-0.08335715355705464,-0.0070980923947996395,-0.023774438618819727,-0.01957466257587684,-0.028514460012391173,-0.032463761431788404,0.026422659630237277,3,D_age_aware
2.7672240257263185,0.271607170970388,0.0132781982421875,0.002653269714797034,0.7,1.0,0.01,250,5,5,0.1,0.0,1.0,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 0.01, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 1.0}",-0.0937681568316443,-0.00988429670616698,-0.021572889864850845,-0.015145012648792373,-0.03240156221214614,-0.03455438365272012,0.03054426829348893,14,D_age_aware
6.065830945968628,0.5172766045411376,0.011669921875,0.0022446044551216815,0.85,10.0,0.01,600,3,5,0.05,0.0,0.8,"{'subsample': 0.85, 'reg_lambda': 10.0, 'reg_alpha': 0.01, 'n_estimators': 600, 'min_child_weight': 3, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.8}",-0.0833090878097889,-0.00919261867872884,-0.021654011634271258,-0.019561161048972802,-0.03348251424898539,-0.03343987868414944,0.026101321497935648,8,D_age_aware
1.2350956439971923,0.031121140855644942,0.011087274551391602,0.002653955920539409,0.7,10.0,0.0,250,8,4,0.02,0.1,1.0,"{'subsample': 0.7, 'reg_lambda': 10.0, 'reg_alpha': 0.0, 'n_estimators': 250, 'min_child_weight': 8, 'max_depth': 4, 'learning_rate': 0.02, 'gamma': 0.1, 'colsample_bytree': 1.0}",-0.0815380960138871,-0.0120629328400446,-0.019654177002451454,-0.021039086839166703,-0.0321704101323556,-0.03329294056558109,0.024962937044788542,6,D_age_aware
0.9634558200836182,0.005972594035953238,0.014292573928833008,0.005593916144001651,0.7,5.0,0.5,400,8,3,0.02,0.1,0.8,"{'subsample': 0.7, 'reg_lambda': 5.0, 'reg_alpha': 0.5, 'n_estimators': 400, 'min_child_weight': 8, 'max_depth': 3, 'learning_rate': 0.02, 'gamma': 0.1, 'colsample_bytree': 0.8}",-0.0772876224946337,-0.009637482012702574,-0.021031098792080576,-0.02212686209633703,-0.03025779880609213,-0.032068172840369204,0.023545099851313984,1,D_age_aware
1.281791353225708,0.031009678746122905,0.01272439956665039,0.004143183293278516,1.0,10.0,0.01,150,8,4,0.02,0.01,1.0,"{'subsample': 1.0, 'reg_lambda': 10.0, 'reg_alpha': 0.01, 'n_estimators': 150, 'min_child_weight': 8, 'max_depth': 4, 'learning_rate': 0.02, 'gamma': 0.01, 'colsample_bytree': 1.0}",-0.07408069083181287,-0.014239636241247522,-0.021552016014078336,-0.018335832829121757,-0.03288834758919383,-0.03221930470109087,0.02182949190544404,2,D_age_aware
0.9213530540466308,0.03532793035228396,0.009798002243041993,0.0020143371415316897,0.7,1.0,0.5,600,3,2,0.05,0.05,1.0,"{'subsample': 0.7, 'reg_lambda': 1.0, 'reg_alpha': 0.5, 'n_estimators': 600, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0.05, 'colsample_bytree': 1.0}",-0.09042621667947932,-0.009604753141603972,-0.019999211228547996,-0.02072505413725201,-0.029056668333521763,-0.033962380704081016,0.028898864073977085,10,D_age_aware
0.4379451751708984,0.013124215234415343,0.008157730102539062,0.0006552119952164155,0.7,3.0,0.5,250,8,2,0.05,0.01,0.6,"{'subsample': 0.7, 'reg_lambda': 3.0, 'reg_alpha': 0.5, 'n_estimators': 250, 'min_child_weight': 8, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0.01, 'colsample_bytree': 0.6}",-0.09606336822472294,-0.005155045517651308,-0.02255261561911695,-0.025131585966743513,-0.027378490903679872,-0.03525622124638291,0.03139916678744388,18,D_age_aware
0.33057208061218263,0.016418879483013543,0.014458417892456055,0.00660498285065673,1.0,1.0,0.0,150,5,3,0.05,0.1,0.6,"{'subsample': 1.0, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'n_estimators': 150, 'min_child_weight': 5, 'max_depth': 3, 'learning_rate': 0.05, 'gamma': 0.1, 'colsample_bytree': 0.6}",-0.08475571290783565,-0.005588005953082962,-0.019581617990210763,-0.028036829242622414,-0.03251318362705404,-0.034095069944161165,0.02694066953593391,13,D_age_aware
0.9646272659301758,0.0374604863440934,0.00784754753112793,0.0010153326204151135,0.7,10.0,0.01,150,5,5,0.05,0.01,0.8,"{'subsample': 0.7, 'reg_lambda': 10.0, 'reg_alpha': 0.01, 'n_estimators': 150, 'min_child_weight': 5, 'max_depth': 5, 'learning_rate': 0.05, 'gamma': 0.01, 'colsample_bytree': 0.8}",-0.0820722526130568,-0.009258466604745079,-0.02339732605924601,-0.021519905345672646,-0.031885593702536325,-0.03362670886505137,0.025278561612364626,9,D_age_aware
0.667597770690918,0.028093791350335386,0.008704853057861329,0.0019065798724166927,1.0,5.0,0.01,400,3,2,0.05,0.01,0.8,"{'subsample': 1.0, 'reg_lambda': 5.0, 'reg_alpha': 0.01, 'n_estimators': 400, 'min_child_weight': 3, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0.01, 'colsample_bytree': 0.8}",-0.08302451332934674,-0.007138600642438626,-0.023997298321467696,-0.020298006564564933,-0.02873317529052819,-0.032638318829669236,0.0261962016791452,4,D_age_aware
0.4875345706939697,0.006615785775084069,0.009905576705932617,0.0020224675692577516,0.85,1.0,0.0,150,1,3,0.02,0.0,0.6,"{'subsample': 0.85, 'reg_lambda': 1.0, 'reg_alpha': 0.0, 'n_estimators': 150, 'min_child_weight': 1, 'max_depth': 3, 'learning_rate': 0.02, 'gamma': 0.0, 'colsample_bytree': 0.6}",-0.08380295763802587,-0.006536519965064741,-0.01806555300797305,-0.02766420958719459,-0.033745950645695764,-0.0339630381687908,0.026565706752919603,11,D_age_aware
0.5064995288848877,0.008595443086667072,0.008864116668701173,0.0019121130410531461,1.0,10.0,0.01,150,8,3,0.1,0.0,0.8,"{'subsample': 1.0, 'reg_lambda': 10.0, 'reg_alpha': 0.01, 'n_estimators': 150, 'min_child_weight': 8, 'max_depth': 3, 'learning_rate': 0.1, 'gamma': 0.0, 'colsample_bytree': 0.8}",-0.08352408621586013,-0.009876941139511538,-0.026416314076834244,-0.0242403425353049,-0.032055977281663546,-0.03522273224983487,0.025233406998926705,17,D_age_aware
0.29145021438598634,0.0058212100627260755,0.00729680061340332,0.00018613245478735292,1.0,3.0,0.1,150,5,2,0.05,0.01,0.8,"{'subsample': 1.0, 'reg_lambda': 3.0, 'reg_alpha': 0.1, 'n_estimators': 150, 'min_child_weight': 5, 'max_depth': 2, 'learning_rate': 0.05, 'gamma': 0.01, 'colsample_bytree': 0.8}",-0.08952233373769475,-0.007348899670230547,-0.020670973055725714,-0.020777287590797184,-0.02858005499722122,-0.03337990981033388,0.028889330278916523,7,D_age_aware
2.1643208026885987,0.035876513870450814,0.00910964012145996,0.003296553356421049,0.85,5.0,0.1,400,8,4,0.05,0.0,0.6,"{'subsample': 0.85, 'reg_lambda': 5.0, 'reg_alpha': 0.1, 'n_estimators': 400, 'min_child_weight': 8, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 0.6}",-0.08704217596719005,-0.006062456988610129,-0.02346078818986842,-0.02752684591348709,-0.034329521276458136,-0.03568435766712277,0.02732353831688653,19,D_age_aware
1.9347211360931396,0.05746505447216756,0.008698463439941406,0.0009717913207368282,1.0,10.0,0.0,250,5,4,0.05,0.0,1.0,"{'subsample': 1.0, 'reg_lambda': 10.0, 'reg_alpha': 0.0, 'n_estimators': 250, 'min_child_weight': 5, 'max_depth': 4, 'learning_rate': 0.05, 'gamma': 0.0, 'colsample_bytree': 1.0}",-0.08349196315725953,-0.01339323169595117,-0.02824564899810919,-0.017175045776381286,-0.032578952624999435,-0.03497696845054012,0.02524888906883372,16,D_age_aware
